SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	RESPONSE	RT	START TIME
027	2	1	01	01	black_mb061.bmp	1	3	9.885551	5751.913835
027	2	1	02	02	black_mb066.bmp	1	3	1.657634	5761.910271
027	2	1	03	03	other_00921_960627_fb_edt.bmp	2	3	1.490329	5763.692932
027	2	1	04	04	other_00623_940928_fb_edt.bmp	2	3	2.498223	5765.309030
027	2	1	05	05	white_mw074.bmp	0	3	1.994499	5767.924846
027	2	1	06	06	white_mw042.bmp	0	3	1.221284	5770.073993
027	2	1	07	07	black_mb071.bmp	1	3	1.672201	5771.406844
027	2	1	08	08	other_00828_940307_fa_edt.bmp	2	3	3.673444	5773.189528
027	2	1	09	09	white_mw089.bmp	0	1	4.515323	5776.971504
027	2	1	10	10	black_mb047.bmp	1	3	2.283545	5781.603240
027	2	1	11	11	black_mb069.bmp	1	3	1.260405	5784.002327
027	2	1	12	12	other_00726_941201_fb_edt.bmp	2	3	3.189442	5785.385162
027	2	1	13	13	white_mw065.bmp	0	3	1.954579	5788.683987
027	2	1	14	14	black_mb068.bmp	1	3	4.048449	5790.749916
027	2	1	15	15	black_mb065.bmp	1	3	5.091235	5794.915088
027	2	1	16	16	black_mb097.bmp	1	1	3.516273	5800.129984
027	2	1	17	17	white_mw068.bmp	0	4	3.628143	5803.761936
027	2	1	18	18	other_00712_941205_fa_edt.bmp	2	3	4.919330	5807.510565
027	2	1	19	19	other_00640_941031_fa_edt_rot.bmp	2	3	1.599709	5812.542125
027	2	1	20	20	black_mb056.bmp	1	3	1.051605	5814.258184
027	2	1	21	21	white_mw048.bmp	0	1	2.157373	5815.424462
027	2	1	22	22	white_mw029.bmp	0	4	2.547976	5817.690258
027	2	1	23	23	other_00622_940928_fb_edt.bmp	2	4	5.689575	5820.356010
027	2	1	24	24	white_mw063.bmp	0	1	2.563588	5826.153955
027	2	1	25	25	black_mb088.bmp	1	3	2.177140	5828.836319
027	2	1	26	26	black_mb044.bmp	1	3	2.581817	5831.135500
027	2	1	27	27	other_00869_940307_fa_edt.bmp	2	3	2.786759	5833.834525
027	2	1	28	28	white_mw054.bmp	0	3	2.079045	5836.750193
027	2	1	29	29	other_00668_941121_fa_edt.bmp	2	3	1.920026	5838.949426
