SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
027	1	1	01	01	black_sid1071_sk10000.png	1	5	0	2.089084	4116.019652
027	1	1	02	02	other_sid1045_sk11000.png	2	5	0	0.777563	4118.235255
027	1	1	03	03	black_sid1101_sk11000.png	1	5	0	0.733817	4119.134957
027	1	1	04	04	black_sid1129_sk11100.png	1	5	0	0.676128	4119.984669
027	1	1	05	05	other_sid1074_sk11110.png	2	5	0	0.700417	4120.784467
027	1	1	06	06	black_sid1122_sk11110.png	1	5	0	0.587455	4121.617439
027	1	1	07	07	white_sid1020_sk11100.png	0	5	0	0.607497	4122.317227
027	1	1	08	08	white_sid1180_sk11110.png	0	5	0	0.571086	4123.033636
027	1	1	09	09	other_sid1167_sk11100.png	2	5	0	0.511961	4123.716749
027	1	1	10	10	white_sid1039_sk11100.png	0	5	0	0.486760	4124.349871
027	1	1	11	11	white_sid1189_sk11100.png	0	5	0	0.503058	4124.949660
027	1	1	12	12	white_sid1110_sk11100.png	0	5	0	0.478511	4125.566131
027	1	1	13	13	other_sid1022_sk11111.png	2	5	10	0.502816	4126.165910
027	1	1	14	14	white_sid1190_sk11000.png	0	5	0	0.494317	4126.782375
027	1	1	15	15	other_sid1024_sk11000.png	2	5	0	0.485704	4127.398883
027	1	1	16	16	white_sid1006_sk00000.png	0	5	0	0.462012	4127.998621
027	1	1	17	17	white_sid1003_sk11110.png	0	5	0	0.470845	4128.581757
027	1	1	18	18	white_sid1051_sk10000.png	0	5	0	0.463779	4129.164913
027	1	1	19	19	black_sid1102_sk11100.png	1	5	0	0.712531	4129.748063
027	1	1	20	20	other_sid1034_sk11110.png	2	5	0	0.519498	4130.581104
027	1	1	21	21	black_sid1073_sk11000.png	1	5	0	0.447720	4131.380847
027	1	1	22	22	other_sid1047_sk01101.png	2	5	10	0.513349	4131.947315
027	1	1	23	23	white_sid1042_sk01111.png	0	5	10	0.432158	4132.580425
027	1	1	24	24	white_sid1176_sk11100.png	0	5	0	0.458505	4133.130264
027	1	1	25	25	black_sid1179_sk11110.png	1	5	0	0.459826	4133.696726
027	1	1	26	26	white_sid1168_sk11111.png	0	5	10	0.485374	4134.263214
027	1	1	27	27	black_sid1184_sk00000.png	1	5	0	0.461544	4134.862990
027	1	1	28	28	white_sid1118_sk11111.png	0	5	10	0.439025	4135.446123
027	1	1	29	29	black_sid1200_sk10101.png	1	5	10	0.416712	4135.995941
027	1	1	30	30	other_sid1116_sk11110.png	2	5	0	0.427480	4136.529088
027	1	1	31	31	other_sid1166_sk01110.png	2	5	0	0.381599	4137.078932
027	1	1	32	32	white_sid1031_sk11110.png	0	5	0	0.417857	4137.578772
027	1	1	33	33	black_sid1009_sk11111.png	1	5	10	0.836629	4138.111920
027	1	1	34	34	white_sid1185_sk00000.png	0	5	0	0.839013	4139.061594
027	1	1	35	35	other_sid1090_sk11010.png	2	5	0	8.545216	4140.011275
027	1	1	36	36	other_sid1025_sk01100.png	2	5	0	2.265481	4148.675043
027	1	1	37	37	black_sid1035_sk11100.png	1	5	0	1.738863	4151.057573
027	1	1	38	38	white_sid1037_sk11110.png	0	5	0	2.449484	4152.906952
027	1	2	01	39	other_sid1130_sk00000.png	2	5	0	2.523951	4161.504466
027	1	2	02	40	other_sid1061_sk11000.png	2	5	0	3.027932	4164.136508
027	1	2	03	41	black_sid1015_sk11000.png	1	5	0	1.759005	4167.285492
027	1	2	04	42	black_sid1172_sk11111.png	1	5	10	1.308965	4169.151511
027	1	2	05	43	black_sid1126_sk11110.png	1	5	0	1.148690	4170.567686
027	1	2	06	44	white_sid1120_sk00001.png	0	5	10	0.874483	4171.833932
027	1	2	07	45	other_sid1044_sk11110.png	2	5	0	0.659396	4172.816948
027	1	2	08	46	black_sid1103_sk11100.png	1	5	0	0.588941	4173.583358
027	1	2	09	47	black_sid1076_sk11100.png	1	5	0	0.577278	4174.283145
027	1	2	10	48	black_sid1173_sk11110.png	1	5	0	2.814172	4174.966165
027	1	2	11	49	white_sid1112_sk00000.png	0	5	0	0.849834	4177.898580
027	1	2	12	50	black_sid1107_sk11000.png	1	5	0	0.859348	4178.864921
027	1	2	13	51	black_sid1010_sk11111.png	1	5	10	1.397123	4179.831250
027	1	2	14	52	other_sid1150_sk11100.png	2	5	0	0.993007	4181.347401
027	1	2	15	53	black_sid1050_sk00000.png	1	5	0	1.325385	4182.447056
027	1	2	16	54	other_sid1104_sk00000.png	2	5	0	1.252459	4183.879909
027	1	2	17	55	black_sid1029_sk11000.png	1	5	0	0.758274	4185.246112
027	1	2	18	56	black_sid1119_sk10000.png	1	5	0	0.563847	4186.112481
