SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
029	1	1	01	01	other_sid1044_sk11110.png	2	3	6	7.605108	19882.021590
029	1	1	02	02	white_sid1020_sk11100.png	0	3	6	3.635302	19889.735240
029	1	1	03	03	black_sid1015_sk11000.png	1	3	0	2.790569	19893.483954
029	1	1	04	04	other_sid1134_sk00000.png	2	1	0	2.163764	19896.382955
029	1	1	05	05	white_sid1112_sk00000.png	0	3	0	2.049258	19898.665524
029	1	1	06	06	other_sid1116_sk11110.png	2	4	8	1.811044	19900.831460
029	1	1	07	07	white_sid1171_sk11000.png	0	2	4	1.950614	19902.764124
029	1	1	08	08	black_sid1109_sk00000.png	1	2	0	2.140242	19904.830087
029	1	1	09	09	black_sid1073_sk11000.png	1	2	4	2.051409	19907.079304
029	1	1	10	10	black_sid1035_sk11100.png	1	1	2	2.093284	19909.245234
029	1	1	11	11	other_sid1024_sk11000.png	2	3	0	1.469626	19911.461157
029	1	1	12	12	other_sid1145_sk11111.png	2	2	4	2.598568	19913.043961
029	1	1	13	13	other_sid1025_sk01100.png	2	2	4	1.570685	19915.759687
029	1	1	14	14	white_sid1065_sk00000.png	0	3	0	1.296059	19917.442445
029	1	1	15	15	white_sid1175_sk11100.png	0	2	4	4.007931	19918.858646
029	1	1	16	16	black_sid1200_sk10101.png	1	3	6	1.420584	19922.973877
029	1	1	17	17	black_sid1172_sk11111.png	1	3	6	1.519470	19924.506691
029	1	1	18	18	other_sid1057_sk10000.png	2	3	0	1.902682	19926.139452
029	1	1	19	19	white_sid1054_sk00000.png	0	1	0	1.910667	19928.155453
029	1	1	20	20	black_sid1029_sk11000.png	1	3	0	4.198165	19930.188091
029	1	1	21	21	black_sid1126_sk11110.png	1	2	4	1.362850	19934.503298
029	1	1	22	22	white_sid1030_sk11100.png	0	1	2	1.463906	19935.986133
