SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	INK	MASK	STIM RACE	RESPONSE	RT	START TIME
029	0	80	01	01	black_mb002.bmp	pd_sm_inkblot_170816_1750_092.png	pdPL_noiseMask_170814_1952_052.png	1	0	3.700954	20496.278059
029	0	80	02	02	white_mw016.bmp	pd_sm_inkblot_170816_1750_032.png	pdPL_noiseMask_170814_1952_009.png	0	0	0.990386	20500.276663
029	0	80	03	03	other_00596_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_063.png	pdPL_noiseMask_170814_1952_084.png	2	1	1.107281	20501.559581
029	0	1	01	01	other_00490_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_097.png	pdPL_noiseMask_170814_1952_017.png	2	1	1.565688	20511.789424
029	0	1	02	02	other_00415_940422_fb_edt_rot.bmp	pd_sm_inkblot_170816_1750_073.png	pdPL_noiseMask_170814_1952_000.png	2	1	0.766175	20513.588812
029	0	1	03	03	black_00467_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_026.png	pdPL_noiseMask_170814_1952_096.png	1	1	0.766284	20514.588472
029	0	1	04	04	white_00897_960530_fb_edt.bmp	pd_sm_inkblot_170816_1750_013.png	pdPL_noiseMask_170814_1952_071.png	0	0	0.870903	20515.588128
029	0	1	05	05	other_00247_941121_fb_edt.bmp	pd_sm_inkblot_170816_1750_057.png	pdPL_noiseMask_170814_1952_013.png	2	1	0.755119	20516.687751
029	0	1	06	06	white_00764_941201_fa_edt.bmp	pd_sm_inkblot_170816_1750_020.png	pdPL_noiseMask_170814_1952_073.png	0	1	0.628404	20517.670752
029	0	1	07	07	other_00580_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_044.png	pdPL_noiseMask_170814_1952_056.png	2	1	0.546651	20518.520448
029	0	1	08	08	other_00058_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_054.png	pdPL_noiseMask_170814_1952_068.png	2	1	0.779467	20519.303540
