SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
035	1	1	01	01	other_sid1145_sk11111.png	2	3	6	5.410328	4513.151985
035	1	1	02	02	black_sid1184_sk00000.png	1	4	0	3.959337	4518.683187
035	1	1	03	03	white_sid1030_sk11100.png	0	3	6	2.948999	4522.765127
035	1	1	04	04	white_sid1075_sk00000.png	0	5	0	4.651362	4525.830754
035	1	1	05	05	other_sid1034_sk11110.png	2	5	0	1.814245	4530.595935
035	1	1	06	06	other_sid1150_sk11100.png	2	5	0	3.337667	4532.528542
035	1	1	07	07	white_sid1037_sk11110.png	0	5	0	4.688642	4535.977358
035	1	1	08	08	white_sid1031_sk11110.png	0	5	0	0.970268	4540.775749
035	1	1	09	09	white_sid1006_sk00000.png	0	5	0	6.559285	4541.858703
035	1	1	10	10	white_sid1168_sk11111.png	0	5	10	1.030054	4548.539795
035	1	1	11	11	black_sid1179_sk11110.png	1	5	0	0.920574	4549.689421
035	1	1	12	12	other_sid1044_sk11110.png	2	5	0	1.544195	4550.722417
035	1	1	13	13	black_sid1109_sk00000.png	1	5	0	0.725489	4552.388525
035	1	1	14	14	black_sid1126_sk11110.png	1	5	0	0.716358	4553.221580
035	1	1	15	15	black_sid1073_sk11000.png	1	5	0	0.747148	4554.054660
035	1	1	16	16	white_sid1171_sk11000.png	0	5	0	0.768782	4554.921006
035	1	1	17	17	white_sid1003_sk11110.png	0	5	0	1.909748	4555.804050
035	1	1	18	18	black_sid1002_sk00000.png	1	5	0	0.765864	4557.820026
035	1	1	19	19	black_sid1076_sk11100.png	1	5	0	2.082805	4558.703093
035	1	1	20	20	black_sid1122_sk11110.png	1	5	0	0.891528	4560.902322
035	1	1	21	21	other_sid1116_sk11110.png	2	5	0	0.811810	4561.901995
035	1	1	22	22	white_sid1189_sk11100.png	0	5	0	0.750870	4562.835016
035	1	1	23	23	white_sid1185_sk00000.png	0	5	0	0.756470	4563.701415
035	1	1	24	24	black_sid1107_sk11000.png	1	5	0	0.818070	4564.567783
035	1	1	25	25	white_sid1175_sk11100.png	0	5	0	0.573066	4565.500775
035	1	1	26	26	black_sid1102_sk11100.png	1	5	0	0.673940	4566.183901
035	1	1	27	27	other_sid1094_sk00000.png	2	5	0	0.666914	4566.966973
035	1	1	28	28	black_sid1129_sk11100.png	1	5	0	0.747788	4567.750043
035	1	1	29	29	black_sid1101_sk11000.png	1	5	0	0.681316	4568.616418
035	1	1	30	30	black_sid1108_sk11100.png	1	5	0	1.665659	4569.416170
035	1	1	31	31	white_sid1020_sk11100.png	0	5	0	5.274958	4571.198873
035	1	1	32	32	white_sid1120_sk00001.png	0	5	10	1.445366	4576.580423
035	1	1	33	33	other_sid1061_sk11000.png	2	5	0	2.375085	4578.146568
035	1	1	34	34	black_sid1015_sk11000.png	1	5	0	0.940691	4580.629076
035	1	1	35	35	black_sid1119_sk10000.png	1	5	0	0.659036	4581.678702
035	1	1	36	36	white_sid1054_sk00000.png	0	5	0	1.084654	4582.445102
035	1	1	37	37	black_sid1035_sk11100.png	1	5	0	0.756926	4583.644702
035	1	1	38	38	white_sid1118_sk11111.png	0	5	10	0.674402	4584.511307
035	1	2	01	39	other_sid1022_sk11111.png	2	5	10	1.883815	4591.325889
035	1	2	02	40	black_sid1010_sk11111.png	1	5	10	1.028943	4593.324799
035	1	2	03	41	white_sid1097_sk11100.png	0	5	0	1.095242	4594.474410
035	1	2	04	42	other_sid1167_sk11100.png	2	5	0	0.910973	4595.690668
035	1	2	05	43	white_sid1190_sk11000.png	0	5	0	0.997971	4596.723659
035	1	2	06	44	white_sid1110_sk11100.png	0	5	0	0.681618	4597.839950
035	1	2	07	45	black_sid1009_sk11111.png	1	5	10	0.577931	4598.639683
