SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	RESPONSE	RT	START TIME
035	2	1	01	01	white_mw095.bmp	0	5	4.068833	2743.636562
035	2	1	02	02	white_mw066.bmp	0	7	2.655301	2747.818111
035	2	1	03	03	other_00737_941201_fa_edt.bmp	2	5	2.849523	2750.583848
035	2	1	04	04	white_mw039.bmp	0	8	2.379922	2753.549490
035	2	1	05	05	white_mw076.bmp	0	2	3.248669	2756.048763
035	2	1	06	06	black_mb092.bmp	1	5	1.915116	2759.414152
035	2	1	07	07	white_mw068.bmp	0	4	2.330389	2761.446787
035	2	1	08	08	white_mw054.bmp	0	1	1.753276	2763.895942
035	2	1	09	09	other_00866_940307_fa_edt.bmp	2	3	1.799183	2765.761971
035	2	1	10	10	other_00621_941121_fa_edt.bmp	2	5	1.475324	2767.678012
035	2	1	11	11	white_mw048.bmp	0	1	1.372371	2769.260774
035	2	1	12	12	white_mw084.bmp	0	1	2.241488	2770.743616
035	2	1	13	13	other_00652_941031_fb_edt.bmp	2	7	1.596255	2773.092793
035	2	1	14	14	black_mb046.bmp	1	7	1.064151	2774.808894
035	2	1	15	15	black_mb066.bmp	1	6	1.409229	2775.991826
035	2	1	16	16	other_00921_960627_fb_edt.bmp	2	2	2.692998	2777.507972
035	2	1	17	17	white_mw096.bmp	0	5	3.989276	2780.323662
035	2	1	18	18	other_00698_941121_fb_edt.bmp	2	3	1.546524	2784.422278
035	2	1	19	19	other_00625_940928_fb_edt.bmp	2	5	1.504527	2786.088394
035	2	1	20	20	other_00622_940928_fb_edt.bmp	2	6	1.000375	2787.704489
035	2	1	21	21	black_mb055.bmp	1	7	2.444000	2788.820777
035	2	1	22	22	white_mw078.bmp	0	2	1.774295	2791.386564
035	2	1	23	23	black_mb096.bmp	1	7	1.475498	2793.269271
035	2	1	24	24	other_00912_960530_fa_edt.bmp	2	6	1.428666	2794.852046
035	2	1	25	25	white_mw042.bmp	0	5	1.759286	2796.401503
035	2	1	26	26	black_mb045.bmp	1	6	1.301203	2798.267548
035	2	1	27	27	black_mb061.bmp	1	7	1.116882	2799.683731
035	2	1	28	28	white_mw072.bmp	0	1	1.412136	2800.916646
035	2	1	29	29	other_00810_941205_fb_edt_rot.bmp	2	5	3.023334	2802.449442
035	2	1	30	30	white_mw097.bmp	0	1	1.690939	2805.581704
035	2	1	31	31	black_mb038.bmp	1	8	2.843525	2807.381104
035	2	1	32	32	black_mb059.bmp	1	2	1.893844	2810.346735
035	2	1	33	33	white_mw029.bmp	0	3	1.965790	2812.362734
035	2	1	34	34	white_mw070.bmp	0	4	1.451070	2814.445357
035	2	1	35	35	black_mb093.bmp	1	7	2.149004	2816.011487
035	2	1	36	36	black_mb068.bmp	1	8	1.419522	2818.277394
035	2	1	37	37	other_00673_941121_fa_edt_rot.bmp	2	2	1.774285	2819.810178
035	2	1	38	38	other_00869_940307_fa_edt.bmp	2	5	1.483553	2821.692881
035	2	1	39	39	black_mb047.bmp	1	8	1.260010	2823.292324
035	2	1	40	40	other_00828_940307_fa_edt.bmp	2	5	2.085240	2824.675198
035	2	1	41	41	white_mw056.bmp	0	2	1.549918	2826.874459
035	2	1	42	42	other_00623_940928_fb_edt.bmp	2	5	2.363663	2828.540540
035	2	1	43	43	black_mb089.bmp	1	6	1.193423	2831.023027
