SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	STIM VALENCE	STIM RACE	RESPONSE	CORRECT	RT	START TIME	CORRECTION TIME	CORRECTION START
005	1	8	1	1	Revolting	0	NaN	1	1	1.227316	0.200075	NaN	NaN
005	1	8	2	2	Nasty	0	NaN	1	1	0.706000	0.200045	NaN	NaN
005	1	8	3	3	Terrible	0	NaN	1	1	1.573855	0.200095	NaN	NaN
005	1	8	4	4	Fabulous	1	NaN	0	1	1.511637	0.200071	NaN	NaN
005	1	8	5	5	Terrific	1	NaN	0	1	0.980876	0.200169	NaN	NaN
005	1	8	6	6	Nasty	0	NaN	1	1	0.950669	0.200068	NaN	NaN
005	1	8	7	7	Fabulous	1	NaN	0	1	0.977200	0.200004	NaN	NaN
005	1	8	8	8	Terrific	1	NaN	0	1	1.042740	0.200014	NaN	NaN
005	1	8	9	9	Terrible	0	NaN	1	1	1.530871	0.200027	NaN	NaN
005	1	8	10	10	Superb	1	NaN	0	1	1.078131	0.200006	NaN	NaN
005	1	8	11	11	Foul	0	NaN	1	1	0.820669	0.200007	NaN	NaN
005	1	8	12	12	Foul	0	NaN	1	1	0.636367	0.200048	NaN	NaN
005	1	8	13	13	Fabulous	1	NaN	0	1	0.786659	0.200014	NaN	NaN
005	1	8	14	14	Wonderful	1	NaN	0	1	0.805106	0.200058	NaN	NaN
005	1	8	15	15	Fabulous	1	NaN	0	1	0.663375	0.200083	NaN	NaN
005	1	8	16	16	Superb	1	NaN	0	1	0.734455	0.200073	NaN	NaN
005	1	8	17	17	Great	1	NaN	0	1	0.850105	0.200082	NaN	NaN
005	1	8	18	18	Nasty	0	NaN	1	1	0.833919	0.200029	NaN	NaN
005	1	8	19	19	Disgusting	0	NaN	1	1	0.664671	0.200033	NaN	NaN
005	1	8	20	20	Horrid	0	NaN	1	1	0.565929	0.200007	NaN	NaN
005	1	2	1	21	W1jpg.jpg	NaN	0	0	1	0.579847	0.200043	NaN	NaN
005	1	2	2	22	B8jpg.jpg	NaN	1	1	1	0.686162	0.200081	NaN	NaN
005	1	2	3	23	W4jpg.jpg	NaN	0	0	1	0.602472	0.200066	NaN	NaN
005	1	2	4	24	B1jpg.jpg	NaN	1	1	1	0.643432	0.200073	NaN	NaN
005	1	2	5	25	W6jpg.jpg	NaN	0	0	1	0.633951	0.200070	NaN	NaN
005	1	2	6	26	B8jpg.jpg	NaN	1	1	1	0.568872	0.200069	NaN	NaN
005	1	2	7	27	W8jpg.jpg	NaN	0	0	1	0.665735	0.200002	NaN	NaN
005	1	2	8	28	B8jpg.jpg	NaN	1	1	1	0.560194	0.200030	NaN	NaN
005	1	2	9	29	W0jpg.jpg	NaN	0	0	1	0.577937	0.200056	NaN	NaN
005	1	2	10	30	W9jpg.jpg	NaN	0	0	1	0.634672	0.200084	NaN	NaN
005	1	2	11	31	W7jpg.jpg	NaN	0	0	1	0.553267	0.200080	NaN	NaN
005	1	2	12	32	B8jpg.jpg	NaN	1	1	1	0.530747	0.200062	NaN	NaN
005	1	2	13	33	W1jpg.jpg	NaN	0	0	1	0.677190	0.200073	NaN	NaN
005	1	2	14	34	W4jpg.jpg	NaN	0	0	1	0.634750	0.200028	NaN	NaN
005	1	2	15	35	B7jpg.jpg	NaN	1	1	1	0.545172	0.200061	NaN	NaN
005	1	2	16	36	B5jpg.jpg	NaN	1	1	1	0.490712	0.200023	NaN	NaN
005	1	2	17	37	B5jpg.jpg	NaN	1	1	1	0.413832	0.200039	NaN	NaN
005	1	2	18	38	B4jpg.jpg	NaN	1	1	1	0.514972	0.200027	NaN	NaN
005	1	2	19	39	W9jpg.jpg	NaN	0	0	1	0.541668	0.200082	NaN	NaN
005	1	2	20	40	B2jpg.jpg	NaN	1	1	1	0.544741	0.200083	NaN	NaN
005	1	4	1	41	B9jpg.jpg	NaN	1	1	1	1.500006	0.200025	NaN	NaN
005	1	4	2	42	Fantastic	1	NaN	0	1	3.456780	0.200008	NaN	NaN
005	1	4	3	43	W9jpg.jpg	NaN	0	0	1	2.497417	0.200054	NaN	NaN
005	1	4	4	44	Wonderful	1	NaN	0	1	0.998303	0.200044	NaN	NaN
005	1	4	5	45	B3jpg.jpg	NaN	1	0	0	0.912767	0.200030	3.096752	5989.813297
005	1	4	6	46	Revolting	0	NaN	1	1	2.063195	0.200062	NaN	NaN
005	1	4	7	47	W5jpg.jpg	NaN	0	0	1	1.222722	0.200015	NaN	NaN
005	1	4	8	48	Wonderful	1	NaN	0	1	1.199989	0.200015	NaN	NaN
005	1	4	9	49	B1jpg.jpg	NaN	1	1	1	1.570147	0.200009	NaN	NaN
005	1	4	10	50	Revolting	0	NaN	1	1	0.700449	0.200024	NaN	NaN
005	1	4	11	51	B8jpg.jpg	NaN	1	1	1	0.545348	0.200057	NaN	NaN
005	1	4	12	52	Terrible	0	NaN	1	1	0.612349	0.200042	NaN	NaN
005	1	4	13	53	W8jpg.jpg	NaN	0	0	1	0.611983	0.200047	NaN	NaN
005	1	4	14	54	Superb	1	NaN	0	1	0.724819	0.200078	NaN	NaN
005	1	4	15	55	W5jpg.jpg	NaN	0	0	1	0.505440	0.200058	NaN	NaN
005	1	4	16	56	Terrible	0	NaN	0	0	0.566352	0.200080	2.638223	6006.457361
005	1	4	17	57	W9jpg.jpg	NaN	0	0	1	1.639408	0.200065	NaN	NaN
005	1	4	18	58	Superb	1	NaN	0	1	0.975324	0.200055	NaN	NaN
005	1	4	19	59	B7jpg.jpg	NaN	1	1	1	1.337297	0.200052	NaN	NaN
005	1	4	20	60	Disgusting	0	NaN	1	1	1.130501	0.200019	NaN	NaN
005	1	4	1	61	W8jpg.jpg	NaN	0	0	1	1.141163	0.200037	NaN	NaN
