SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
047	2	1	01	01	other_sid1090_sk11010.png	2	1	2	10.888524	5390.755945
047	2	1	02	02	white_sid1075_sk00000.png	0	1	0	4.388342	5401.768222
047	2	1	03	03	white_sid1020_sk11100.png	0	0	0	3.041693	5406.266644
047	2	1	04	04	other_sid1045_sk11000.png	2	2	4	3.780736	5409.432184
047	2	1	05	05	other_sid1150_sk11100.png	2	1	2	3.025278	5413.331022
047	2	1	06	06	other_sid1047_sk01101.png	2	4	0	6.996853	5416.479722
047	2	1	07	07	white_sid1051_sk10000.png	0	3	0	3.393931	5423.593881
047	2	1	08	08	other_sid1116_sk11110.png	2	3	6	2.783144	5427.109302
047	2	1	09	09	black_sid1201_sk11110.png	1	2	4	5.411895	5430.008284
047	2	1	10	10	white_sid1185_sk00000.png	0	1	0	4.104553	5435.539691
047	2	1	11	11	black_sid1172_sk11111.png	1	1	2	3.744828	5439.754878
047	2	1	12	12	black_sid1173_sk11110.png	1	0	0	8.135760	5443.620196
047	2	1	13	13	other_sid1025_sk01100.png	2	0	0	1.560501	5451.867286
047	2	1	14	14	black_sid1179_sk11110.png	1	0	0	4.837124	5453.550036
047	2	1	15	15	white_sid1171_sk11000.png	0	0	0	1.577514	5458.498281
047	2	1	16	16	black_sid1088_sk11111.png	1	0	0	1.862025	5460.197683
047	2	1	17	17	black_sid1102_sk11100.png	1	1	2	8.806791	5462.180328
047	2	1	18	18	white_sid1176_sk11100.png	0	0	0	3.693138	5471.093876
047	2	1	19	19	black_sid1071_sk10000.png	1	2	0	3.597567	5474.909211
047	2	1	20	20	black_sid1010_sk11111.png	1	2	4	3.258689	5478.624562
047	2	1	21	21	black_sid1049_sk11100.png	1	1	2	2.596597	5481.990060
047	2	1	22	22	black_sid1107_sk11000.png	1	1	2	4.480751	5484.705760
047	2	1	23	23	other_sid1044_sk11110.png	2	0	0	2.018766	5489.304167
047	2	1	24	24	white_sid1190_sk11000.png	0	0	0	1.109638	5491.436752
047	2	1	25	25	other_sid1130_sk00000.png	2	2	0	3.046043	5492.652972
047	2	1	26	26	white_sid1039_sk11100.png	0	0	0	1.296034	5495.818543
047	2	1	27	27	white_sid1054_sk00000.png	0	0	0	0.919674	5497.234712
047	2	1	28	28	white_sid1006_sk00000.png	0	0	0	1.102591	5498.267682
047	2	1	29	29	white_sid1110_sk11100.png	0	0	0	1.134443	5499.483922
047	2	1	30	30	other_sid1022_sk11111.png	2	0	0	3.764683	5500.733477
047	2	1	31	31	black_sid1137_sk00000.png	1	0	0	1.154587	5504.615442
047	2	1	32	32	black_sid1002_sk00000.png	1	2	0	5.240847	5505.881679
047	2	1	33	33	other_sid1145_sk11111.png	2	3	6	9.302771	5511.363084
047	2	1	34	34	white_sid1031_sk11110.png	0	0	0	7.521524	5520.776453
047	2	1	35	35	other_sid1024_sk11000.png	2	1	2	2.330559	5528.407119
047	2	1	36	36	black_sid1009_sk11111.png	1	0	0	2.001145	5530.856297
047	2	1	37	37	other_sid1167_sk11100.png	2	0	0	1.157952	5532.972178
047	2	1	38	38	other_sid1061_sk11000.png	2	2	4	3.483662	5534.238383
047	2	2	01	39	black_sid1029_sk11000.png	1	0	0	3.044508	5543.868743
047	2	2	02	40	black_sid1050_sk00000.png	1	2	0	4.143692	5547.033899
047	2	2	03	41	white_sid1016_sk11000.png	0	0	0	1.702121	5551.299064
047	2	2	04	42	other_sid1166_sk01110.png	2	0	0	3.022322	5553.115093
047	2	2	05	43	white_sid1198_sk11110.png	0	0	0	1.481825	5556.247328
047	2	2	06	44	black_sid1109_sk00000.png	1	3	0	2.234715	5557.846788
047	2	2	07	45	white_sid1097_sk11100.png	0	0	0	1.845362	5560.195956
047	2	2	08	46	white_sid1120_sk00001.png	0	0	0	1.487551	5562.161928
047	2	2	09	47	black_sid1200_sk10101.png	1	0	0	1.008023	5563.761383
047	2	2	10	48	white_sid1180_sk11110.png	0	0	0	2.171120	5564.877635
047	2	2	11	49	white_sid1189_sk11100.png	0	2	4	2.568511	5567.160174
