SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
006	2	1	01	01	other_sid1057_sk10000.png	2	3	0	3.982294	4642.492156
006	2	1	02	02	other_sid1047_sk01101.png	2	3	6	7.100075	4646.590218
006	2	1	03	03	white_sid1042_sk01111.png	0	2	4	6.421866	4653.804445
006	2	1	04	04	other_sid1134_sk00000.png	2	2	0	3.762648	4660.335581
006	2	1	05	05	black_sid1119_sk10000.png	1	4	0	5.448566	4664.217670
006	2	1	06	06	black_sid1186_sk11111.png	1	4	8	2.819126	4669.799005
006	2	1	07	07	black_sid1076_sk11100.png	1	2	4	2.854810	4672.731362
006	2	1	08	08	white_sid1175_sk11100.png	0	3	6	5.592995	4675.697026
006	2	1	09	09	black_sid1107_sk11000.png	1	4	0	5.718255	4681.411757
006	2	1	10	10	white_sid1190_sk11000.png	0	2	4	2.398827	4687.243127
006	2	1	11	11	black_sid1108_sk11100.png	1	3	6	5.555006	4689.758944
006	2	1	12	12	other_sid1150_sk11100.png	2	3	6	4.162044	4695.423684
006	2	1	13	13	black_sid1102_sk11100.png	1	2	4	6.048207	4699.705593
006	2	1	14	14	other_sid1090_sk11010.png	2	2	4	7.995539	4705.870173
006	2	1	15	15	black_sid1126_sk11110.png	1	3	6	6.617595	4713.984081
006	2	1	16	16	white_sid1198_sk11110.png	0	1	2	4.638544	4720.715152
006	2	1	17	17	black_sid1179_sk11110.png	1	4	8	2.554171	4725.463507
006	2	1	18	18	black_sid1088_sk11111.png	1	4	8	2.840219	4728.129286
006	2	1	19	19	other_sid1167_sk11100.png	2	3	6	2.707245	4731.078287
006	2	1	20	20	black_sid1073_sk11000.png	1	2	4	2.083496	4733.894011
006	2	1	21	21	black_sid1103_sk11100.png	1	2	4	3.412261	4736.093282
006	2	1	22	22	black_sid1137_sk00000.png	1	3	0	4.000091	4739.625433
006	2	1	23	23	other_sid1074_sk11110.png	2	2	4	6.548722	4743.740670
006	2	1	24	24	black_sid1172_sk11111.png	1	3	6	4.404221	4750.405106
006	2	1	25	25	white_sid1185_sk00000.png	0	1	0	2.513113	4754.920222
006	2	1	26	26	white_sid1051_sk10000.png	0	2	0	7.464586	4757.552665
006	2	1	27	27	white_sid1075_sk00000.png	0	1	0	4.115828	4765.133442
006	2	1	28	28	white_sid1097_sk11100.png	0	1	2	2.315835	4769.365356
006	2	1	29	29	black_sid1002_sk00000.png	1	3	0	4.782003	4771.931132
006	2	1	30	30	black_sid1009_sk11111.png	1	3	6	7.891605	4776.829475
