SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	RESPONSE	RT	START TIME
030	2	1	01	01	other_00726_941201_fb_edt.bmp	2	8	3.502491	5358.698637
030	2	1	02	02	black_mb039.bmp	1	5	3.927260	5362.313568
030	2	1	03	03	other_00740_941205_fa_edt.bmp	2	9	2.182607	5366.362216
030	2	1	04	04	black_mb089.bmp	1	9	2.099426	5368.661415
030	2	1	05	05	other_00859_940307_fa_edt.bmp	2	6	2.491466	5370.877407
030	2	1	06	06	black_mb079.bmp	1	2	2.715869	5373.493068
030	2	1	07	07	black_mb088.bmp	1	3	1.947252	5376.325459
030	2	1	08	08	black_mb065.bmp	1	6	4.729061	5378.391396
030	2	1	09	09	black_mb073.bmp	1	9	3.904721	5383.239758
030	2	1	10	10	other_00733_941201_fa_edt.bmp	2	5	4.625401	5387.255048
030	2	1	11	11	other_00921_960627_fb_edt.bmp	2	8	17.421938	5391.986832
030	2	1	12	12	other_00640_941031_fa_edt_rot.bmp	2	1	13.773334	5409.530762
030	2	1	13	13	white_mw041.bmp	0	1	1.806076	5423.426029
030	2	1	14	14	black_mb044.bmp	1	5	2.898210	5425.342079
030	2	1	15	15	white_mw091.bmp	0	2	5.626161	5428.357664
030	2	1	16	16	other_00763_941201_fb_edt.bmp	2	2	3.182167	5434.105740
030	2	1	17	17	black_mb064.bmp	1	1	2.563150	5437.404589
030	2	1	18	18	white_mw089.bmp	0	1	1.432810	5440.086992
030	2	1	19	19	black_mb042.bmp	1	3	5.123182	5441.636476
030	2	1	20	20	black_mb092.bmp	1	1	1.467647	5446.868024
030	2	1	21	21	white_mw040.bmp	0	1	1.796934	5448.450827
030	2	1	22	22	black_mb047.bmp	1	3	2.112843	5450.366896
030	2	1	23	23	white_mw057.bmp	0	4	3.944264	5452.599402
030	2	1	24	24	other_00810_941205_fb_edt_rot.bmp	2	9	4.846793	5456.664679
030	2	1	25	25	white_mw080.bmp	0	1	1.674388	5461.629648
030	2	1	26	26	white_mw096.bmp	0	1	1.963826	5463.412372
030	2	1	27	27	white_mw068.bmp	0	1	1.144816	5465.494996
030	2	1	28	28	other_00668_941121_fa_edt.bmp	2	8	2.838150	5466.761289
030	2	1	29	29	black_mb093.bmp	1	9	2.497268	5469.710223
030	2	1	30	30	black_mb063.bmp	1	4	2.865602	5472.325994
030	2	1	31	31	black_mb045.bmp	1	4	2.371110	5475.308317
030	2	1	32	32	black_mb078.bmp	1	1	3.104662	5477.790783
030	2	1	33	33	other_00737_941201_fa_edt.bmp	2	9	1.944936	5481.006363
030	2	1	34	34	white_mw034.bmp	0	2	1.470861	5483.072324
030	2	1	35	35	other_00625_940928_fb_edt.bmp	2	8	1.896172	5484.655103
030	2	1	36	36	white_mw056.bmp	0	3	4.368119	5486.671081
030	2	1	37	37	white_mw071.bmp	0	2	2.390531	5491.152898
030	2	1	38	38	black_mb100.bmp	1	2	1.891077	5493.652044
030	2	1	39	39	other_00828_940307_fa_edt.bmp	2	1	5.955723	5495.651362
030	2	1	40	40	white_mw051.bmp	0	1	3.419319	5501.715958
030	2	1	41	41	white_mw048.bmp	0	1	0.910971	5505.248070
030	2	1	42	42	other_00698_941121_fb_edt.bmp	2	9	1.894489	5506.281050
030	2	1	43	43	other_00795_941205_fb_edt.bmp	2	9	1.662027	5508.297037
030	2	1	44	44	other_00623_940928_fb_edt.bmp	2	4	4.679415	5510.079767
030	2	1	45	45	black_mb055.bmp	1	1	6.088936	5514.878127
030	2	1	46	46	white_mw044.bmp	0	1	5.074815	5521.076010
030	2	1	47	47	black_mb070.bmp	1	2	2.557228	5526.257554
030	2	1	48	48	black_mb051.bmp	1	2	3.971630	5528.923332
030	2	1	49	49	other_00933_960627_fa_edt.bmp	2	9	1.417300	5533.005257
030	2	1	50	50	other_00797_941205_fb_edt.bmp	2	6	2.972580	5534.538081
030	2	1	51	51	black_mb099.bmp	1	6	6.834460	5537.620351
030	2	1	52	52	other_00793_941205_fb_edt.bmp	2	4	2.630719	5544.567988
030	2	1	53	53	black_mb068.bmp	1	4	2.793551	5547.317050
030	2	1	54	54	white_mw097.bmp	0	2	3.701698	5550.232719
030	2	1	55	55	black_mb066.bmp	1	4	3.254432	5554.048070
030	2	1	56	56	other_00880_960530_fa_edt.bmp	2	9	1.209278	5557.413599
030	2	1	57	57	black_mb083.bmp	1	3	4.436567	5558.729800
030	2	1	58	58	black_mb067.bmp	1	4	3.176044	5563.278264
030	2	1	59	59	black_mb094.bmp	1	4	4.197764	5566.560463
030	2	1	60	60	black_mb061.bmp	1	4	1.178638	5570.875670
030	2	1	61	61	white_mw073.bmp	0	1	2.798924	5572.175228
030	2	1	62	62	white_mw065.bmp	0	2	1.163167	5575.090882
030	2	1	63	63	black_mb077.bmp	1	4	2.504358	5576.373793
030	2	1	64	64	white_mw042.bmp	0	2	1.512655	5578.989564
030	2	1	65	65	black_mb040.bmp	1	2	5.415904	5580.622329
030	2	1	66	66	white_mw053.bmp	0	3	3.212433	5586.153784
030	2	1	67	67	other_00841_940307_fb_edt.bmp	2	8	2.887858	5589.485980
030	2	1	68	68	black_mb097.bmp	1	3	2.144854	5592.484956
030	2	1	69	69	other_00869_940307_fa_edt.bmp	2	3	1.799072	5594.750835
030	2	2	01	70	white_mw072.bmp	0	2	12.539275	5602.698465
030	2	2	02	71	white_mw074.bmp	0	1	1.997263	5615.360480
030	2	2	03	72	white_mw098.bmp	0	3	1.657401	5617.476409
030	2	2	04	73	black_mb096.bmp	1	2	2.675087	5619.242491
030	2	2	05	74	black_mb075.bmp	1	2	2.213380	5622.208123
030	2	2	06	75	black_mb038.bmp	1	2	0.960919	5624.540663
030	2	2	07	76	white_mw046.bmp	0	1	1.278074	5625.623666
030	2	2	08	77	other_00652_941031_fb_edt.bmp	2	2	1.886567	5627.023164
030	2	2	09	78	white_mw070.bmp	0	1	1.263480	5629.022487
