SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	INK	MASK	STIM RACE	RESPONSE	RT	START TIME
028	0	80	01	01	black_mb013.bmp	pd_sm_inkblot_170816_1750_008.png	pdPL_noiseMask_170814_1952_034.png	1	1	3.204949	4153.795644
028	0	80	02	02	white_00283_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_000.png	pdPL_noiseMask_170814_1952_003.png	0	1	3.042779	4157.277836
028	0	80	03	03	other_00616_940928_fa_edt_rot.bmp	pd_sm_inkblot_170816_1750_006.png	pdPL_noiseMask_170814_1952_017.png	2	0	0.902060	4160.626571
028	0	1	01	01	white_mw002.bmp	pd_sm_inkblot_170816_1750_058.png	pdPL_noiseMask_170814_1952_046.png	0	1	1.991802	4170.056613
028	0	1	02	02	black_mb023.bmp	pd_sm_inkblot_170816_1750_025.png	pdPL_noiseMask_170814_1952_056.png	1	0	1.511576	4172.272491
028	0	1	03	03	white_00898_960530_fa_edt.bmp	pd_sm_inkblot_170816_1750_071.png	pdPL_noiseMask_170814_1952_001.png	0	1	0.994947	4174.005210
028	0	1	04	04	other_00234_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_031.png	pdPL_noiseMask_170814_1952_080.png	2	1	1.794734	4175.221457
028	0	1	05	05	white_mw008.bmp	pd_sm_inkblot_170816_1750_054.png	pdPL_noiseMask_170814_1952_013.png	0	1	1.010657	4177.237410
028	0	1	06	06	black_mb033.bmp	pd_sm_inkblot_170816_1750_068.png	pdPL_noiseMask_170814_1952_039.png	1	0	0.849658	4178.470312
028	0	1	07	07	black_mb020.bmp	pd_sm_inkblot_170816_1750_045.png	pdPL_noiseMask_170814_1952_095.png	1	1	0.870781	4179.553264
028	0	1	08	08	black_mb004.bmp	pd_sm_inkblot_170816_1750_003.png	pdPL_noiseMask_170814_1952_046.png	1	1	0.915095	4180.652891
028	0	1	09	09	white_00764_941201_fa_edt.bmp	pd_sm_inkblot_170816_1750_082.png	pdPL_noiseMask_170814_1952_006.png	0	1	0.605433	4181.802474
028	0	1	10	10	other_00110_931230_fb_edt.bmp	pd_sm_inkblot_170816_1750_091.png	pdPL_noiseMask_170814_1952_001.png	2	1	0.620489	4182.635516
028	0	1	11	11	black_mb029.bmp	pd_sm_inkblot_170816_1750_018.png	pdPL_noiseMask_170814_1952_006.png	1	1	0.658686	4183.485203
028	0	1	12	12	other_00582_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_052.png	pdPL_noiseMask_170814_1952_093.png	2	1	0.727604	4184.368227
028	0	1	13	13	other_00578_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_020.png	pdPL_noiseMask_170814_1952_051.png	2	0	0.650125	4185.317908
028	0	1	14	14	other_00247_941121_fb_edt.bmp	pd_sm_inkblot_170816_1750_099.png	pdPL_noiseMask_170814_1952_005.png	2	0	0.615031	4186.200935
028	0	1	15	15	black_mb019.bmp	pd_sm_inkblot_170816_1750_092.png	pdPL_noiseMask_170814_1952_082.png	1	0	0.837279	4187.050633
028	0	1	16	16	white_00299_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_091.png	pdPL_noiseMask_170814_1952_000.png	0	1	1.378908	4188.116928
028	0	1	17	17	black_mb015.bmp	pd_sm_inkblot_170816_1750_041.png	pdPL_noiseMask_170814_1952_030.png	1	1	0.691481	4189.716351
