SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
028	1	1	01	01	black_sid1129_sk11100.png	1	5	0	2.541318	3624.415008
028	1	1	02	02	white_sid1006_sk00000.png	0	5	0	2.563736	3627.080449
028	1	1	03	03	white_sid1175_sk11100.png	0	5	0	2.249232	3629.762840
028	1	1	04	04	white_sid1021_sk11111.png	0	5	10	1.579285	3632.128680
028	1	1	05	05	white_sid1198_sk11110.png	0	5	0	1.567840	3633.828181
028	1	1	06	06	black_sid1010_sk11111.png	1	5	10	1.020632	3635.527473
028	1	1	07	07	white_sid1075_sk00000.png	0	5	0	1.639530	3636.660410
028	1	1	08	08	white_sid1112_sk00000.png	0	5	0	1.594062	3638.409805
028	1	1	09	09	white_sid1051_sk10000.png	0	5	0	2.781906	3640.125882
028	1	1	10	10	white_sid1118_sk11111.png	0	5	10	1.803357	3643.024841
028	1	1	11	11	black_sid1076_sk11100.png	1	5	0	2.335577	3644.940858
028	1	1	12	12	black_sid1002_sk00000.png	1	5	0	1.285716	3647.389999
028	1	1	13	13	black_sid1071_sk10000.png	1	5	0	1.766120	3648.789515
028	1	1	14	14	black_sid1101_sk11000.png	1	5	0	2.275424	3650.672164
028	1	1	15	15	black_sid1026_sk11110.png	1	5	0	2.836870	3653.054679
028	1	1	16	16	black_sid1009_sk11111.png	1	5	10	2.383899	3656.003623
028	1	1	17	17	other_sid1167_sk11100.png	2	5	0	2.220603	3658.502770
028	1	1	18	18	other_sid1166_sk01110.png	2	5	0	1.104177	3660.835271
028	1	1	19	19	white_sid1037_sk11110.png	0	4	8	4.175850	3662.051500
028	1	1	20	20	black_sid1109_sk00000.png	1	5	0	1.629246	3666.349991
028	1	1	21	21	black_sid1172_sk11111.png	1	5	10	1.399877	3668.099365
028	1	1	22	22	other_sid1057_sk10000.png	2	5	0	1.059541	3669.615526
028	1	1	23	23	white_sid1097_sk11100.png	0	4	0	2.421351	3670.781771
028	1	1	24	24	white_sid1190_sk11000.png	0	5	0	1.184907	3673.314215
028	1	1	25	25	other_sid1022_sk11111.png	2	5	10	1.477239	3674.613759
028	1	1	26	26	other_sid1145_sk11111.png	2	5	10	0.949830	3676.213219
028	1	1	27	27	black_sid1073_sk11000.png	1	5	0	0.939513	3677.279510
028	1	1	28	28	white_sid1039_sk11100.png	0	5	0	6.009702	3678.329144
028	1	1	29	29	other_sid1104_sk00000.png	2	5	0	1.038519	3684.460304
028	1	1	30	30	white_sid1020_sk11100.png	0	5	0	1.488991	3685.609889
028	1	1	31	31	black_sid1035_sk11100.png	1	5	0	3.385425	3687.209362
028	1	1	32	32	black_sid1119_sk10000.png	1	5	0	2.046597	3690.708122
028	1	1	33	33	black_sid1088_sk11111.png	1	5	10	1.360613	3692.874043
028	1	1	34	34	other_sid1047_sk01101.png	2	4	0	1.957816	3694.356854
028	1	1	35	35	white_sid1065_sk00000.png	0	3	0	2.003700	3696.422775
028	1	1	36	36	other_sid1090_sk11010.png	2	5	0	1.247836	3698.538722
028	1	1	37	37	black_sid1173_sk11110.png	1	5	0	2.298147	3699.904885
028	1	1	38	38	other_sid1130_sk00000.png	2	5	0	1.625756	3702.320740
028	1	2	01	39	other_sid1045_sk11000.png	2	5	0	2.092584	3710.101700
028	1	2	02	40	white_sid1176_sk11100.png	0	3	6	1.941733	3712.300516
028	1	2	03	41	white_sid1185_sk00000.png	0	4	0	1.132307	3714.349795
028	1	2	04	42	black_sid1015_sk11000.png	1	5	0	1.042700	3715.599379
028	1	2	05	43	white_sid1189_sk11100.png	0	5	0	2.133084	3716.748960
028	1	2	06	44	other_sid1024_sk11000.png	2	5	0	0.755955	3718.998197
028	1	2	07	45	other_sid1034_sk11110.png	2	5	0	0.985496	3719.864569
028	1	2	08	46	black_sid1200_sk10101.png	1	5	10	0.885908	3720.964171
028	1	2	09	47	black_sid1186_sk11111.png	1	5	10	0.710227	3721.963850
028	1	2	10	48	other_sid1150_sk11100.png	2	5	0	0.685753	3722.780181
028	1	2	11	49	black_sid1103_sk11100.png	1	5	0	0.750156	3723.579916
028	1	2	12	50	white_sid1168_sk11111.png	0	4	8	3.195546	3724.446286
028	1	2	13	51	white_sid1171_sk11000.png	0	5	0	0.872141	3727.761780
028	1	2	14	52	white_sid1110_sk11100.png	0	5	0	0.833154	3728.744769
028	1	2	15	53	other_sid1025_sk01100.png	2	5	0	1.203465	3729.694421
028	1	2	16	54	black_sid1179_sk11110.png	1	5	0	0.863171	3731.010630
028	1	2	17	55	white_sid1042_sk01111.png	0	4	8	1.576206	3731.993615
028	1	2	18	56	other_sid1094_sk00000.png	2	5	0	2.693339	3733.676399
028	1	2	19	57	other_sid1044_sk11110.png	2	5	0	1.029705	3736.492051
028	1	2	20	58	white_sid1016_sk11000.png	0	5	0	0.760117	3737.641652
028	1	2	21	59	black_sid1049_sk11100.png	1	5	0	0.997681	3738.508035
028	1	2	22	60	other_sid1061_sk11000.png	2	5	0	1.881229	3739.624307
028	1	2	23	61	white_sid1030_sk11100.png	0	5	0	1.058093	3741.623607
028	1	2	24	62	black_sid1050_sk00000.png	1	5	0	1.459804	3742.789851
028	1	2	25	63	other_sid1116_sk11110.png	2	5	0	1.309576	3744.355967
028	1	2	26	64	white_sid1003_sk11110.png	0	5	0	1.061412	3745.772114
028	1	2	27	65	black_sid1126_sk11110.png	1	5	0	0.702354	3746.955049
028	1	2	28	66	black_sid1184_sk00000.png	1	5	0	0.710090	3747.771432
028	1	2	29	67	black_sid1137_sk00000.png	1	5	0	0.549654	3748.587806
028	1	2	30	68	other_sid1074_sk11110.png	2	3	6	2.587120	3749.254225
028	1	2	31	69	black_sid1029_sk11000.png	1	5	0	0.800006	3751.953278
028	1	2	32	70	white_sid1120_sk00001.png	0	4	0	1.955718	3752.869637
028	1	2	33	71	other_sid1134_sk00000.png	2	5	0	0.817776	3754.935585
028	1	2	34	72	white_sid1180_sk11110.png	0	5	0	1.340619	3755.868585
028	1	2	35	73	white_sid1031_sk11110.png	0	5	0	1.267061	3757.318102
028	1	2	36	74	black_sid1201_sk11110.png	1	5	0	0.868337	3758.700924
028	1	2	37	75	black_sid1108_sk11100.png	1	5	0	1.477305	3759.683912
028	1	2	38	76	white_sid1054_sk00000.png	0	4	0	4.525767	3761.283351
