SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	INK	MASK	STIM RACE	RESPONSE	RT	START TIME
017	0	80	01	01	black_mb003.bmp	pd_sm_inkblot_170816_1750_029.png	pdPL_noiseMask_170814_1952_038.png	1	1	3.815845	3972.675138
017	0	80	02	02	white_00120_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_083.png	pdPL_noiseMask_170814_1952_064.png	0	1	1.510575	3976.940321
017	0	80	03	03	other_00575_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_081.png	pdPL_noiseMask_170814_1952_059.png	2	0	1.478547	3978.756348
017	0	1	01	01	other_00122_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_089.png	pdPL_noiseMask_170814_1952_043.png	2	1	3.994135	3993.584521
017	0	1	02	02	black_mb010.bmp	pd_sm_inkblot_170816_1750_062.png	pdPL_noiseMask_170814_1952_031.png	1	1	1.538234	3997.816401
017	0	1	03	03	black_mb008.bmp	pd_sm_inkblot_170816_1750_016.png	pdPL_noiseMask_170814_1952_017.png	1	0	0.972008	3999.582444
017	0	1	04	04	white_00597_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_018.png	pdPL_noiseMask_170814_1952_005.png	0	1	1.116544	4000.782026
017	0	1	05	05	white_00897_960530_fb_edt.bmp	pd_sm_inkblot_170816_1750_094.png	pdPL_noiseMask_170814_1952_014.png	0	0	1.014877	4002.131633
017	0	1	06	06	other_00583_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_023.png	pdPL_noiseMask_170814_1952_048.png	2	1	1.037443	4003.381111
017	0	1	07	07	white_00659_941121_fa_edt.bmp	pd_sm_inkblot_170816_1750_022.png	pdPL_noiseMask_170814_1952_093.png	0	1	1.107712	4004.647338
017	0	1	08	08	black_mb021.bmp	pd_sm_inkblot_170816_1750_044.png	pdPL_noiseMask_170814_1952_030.png	1	1	1.198124	4005.980210
017	0	1	09	09	white_mw002.bmp	pd_sm_inkblot_170816_1750_063.png	pdPL_noiseMask_170814_1952_060.png	0	1	2.533188	4007.413030
017	0	1	10	10	other_00616_940928_fa_edt_rot.bmp	pd_sm_inkblot_170816_1750_082.png	pdPL_noiseMask_170814_1952_058.png	2	1	1.255437	4010.178749
017	0	1	11	11	other_00611_940928_fa_edt_rot.bmp	pd_sm_inkblot_170816_1750_027.png	pdPL_noiseMask_170814_1952_040.png	2	1	0.908681	4011.661569
017	0	1	12	12	other_00516_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_034.png	pdPL_noiseMask_170814_1952_096.png	2	1	0.871735	4012.794507
017	0	1	13	13	black_mb020.bmp	pd_sm_inkblot_170816_1750_050.png	pdPL_noiseMask_170814_1952_058.png	1	1	1.012135	4013.894109
017	0	1	14	14	black_mb006.bmp	pd_sm_inkblot_170816_1750_009.png	pdPL_noiseMask_170814_1952_043.png	1	0	1.010996	4015.127137
017	0	1	15	15	white_mw010.bmp	pd_sm_inkblot_170816_1750_065.png	pdPL_noiseMask_170814_1952_058.png	0	1	0.882304	4016.359938
017	0	1	16	16	other_00596_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_055.png	pdPL_noiseMask_170814_1952_046.png	2	1	2.461891	4017.476198
017	0	1	17	17	black_mb001.bmp	pd_sm_inkblot_170816_1750_007.png	pdPL_noiseMask_170814_1952_022.png	1	1	0.939517	4020.158615
017	0	1	18	18	white_00816_941205_fa_edt.bmp	pd_sm_inkblot_170816_1750_086.png	pdPL_noiseMask_170814_1952_031.png	0	1	0.765682	4021.324875
017	0	1	19	19	black_mb004.bmp	pd_sm_inkblot_170816_1750_078.png	pdPL_noiseMask_170814_1952_049.png	1	1	1.077554	4022.324516
017	0	1	20	20	other_00216_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_086.png	pdPL_noiseMask_170814_1952_077.png	2	1	0.961921	4023.624074
017	0	1	21	21	other_00415_940422_fb_edt_rot.bmp	pd_sm_inkblot_170816_1750_065.png	pdPL_noiseMask_170814_1952_071.png	2	1	1.091097	4024.806998
017	0	1	22	22	white_mw019.bmp	pd_sm_inkblot_170816_1750_023.png	pdPL_noiseMask_170814_1952_071.png	0	1	1.262779	4026.123214
017	0	1	23	23	other_00461_940422_fb_edt.bmp	pd_sm_inkblot_170816_1750_011.png	pdPL_noiseMask_170814_1952_056.png	2	1	1.107194	4027.622672
017	0	1	24	24	white_00283_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_073.png	pdPL_noiseMask_170814_1952_047.png	0	1	0.846287	4028.955557
017	0	1	25	25	other_00110_931230_fb_edt.bmp	pd_sm_inkblot_170816_1750_063.png	pdPL_noiseMask_170814_1952_042.png	2	1	1.051402	4030.038512
017	0	1	26	26	white_00972_960627_fa_edt.bmp	pd_sm_inkblot_170816_1750_055.png	pdPL_noiseMask_170814_1952_042.png	0	1	0.792379	4031.321402
017	0	1	27	27	black_00453_940422_fb_edt.bmp	pd_sm_inkblot_170816_1750_086.png	pdPL_noiseMask_170814_1952_027.png	1	1	0.856153	4032.337716
017	0	1	28	28	black_mb014.bmp	pd_sm_inkblot_170816_1750_073.png	pdPL_noiseMask_170814_1952_011.png	1	1	1.317225	4033.420673
017	0	1	29	29	white_00807_941205_fb_edt.bmp	pd_sm_inkblot_170816_1750_048.png	pdPL_noiseMask_170814_1952_020.png	0	1	1.415778	4034.970130
017	0	1	30	30	black_00257_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_082.png	pdPL_noiseMask_170814_1952_074.png	1	1	6.614217	4036.619560
017	0	2	01	31	white_mw028.bmp	pd_sm_inkblot_170816_1750_097.png	pdPL_noiseMask_170814_1952_091.png	0	1	2.159160	4049.498390
017	0	2	02	32	other_00096_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_002.png	pdPL_noiseMask_170814_1952_060.png	2	1	1.136530	4051.880923
017	0	2	03	33	white_00109_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_002.png	pdPL_noiseMask_170814_1952_007.png	0	1	0.898287	4053.247109
017	0	2	04	34	black_mb009.bmp	pd_sm_inkblot_170816_1750_098.png	pdPL_noiseMask_170814_1952_024.png	1	1	1.173409	4054.380048
017	0	2	05	35	black_00273_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_075.png	pdPL_noiseMask_170814_1952_003.png	1	1	1.333908	4055.779563
017	0	2	06	36	other_00587_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_057.png	pdPL_noiseMask_170814_1952_037.png	2	1	0.967661	4057.345684
017	0	2	07	37	other_00490_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_077.png	pdPL_noiseMask_170814_1952_011.png	2	0	1.232146	4058.545275
017	0	2	08	38	white_mw006.bmp	pd_sm_inkblot_170816_1750_079.png	pdPL_noiseMask_170814_1952_098.png	0	1	0.821834	4060.011427
017	0	2	09	39	black_00746_941201_fb_edt.bmp	pd_sm_inkblot_170816_1750_033.png	pdPL_noiseMask_170814_1952_014.png	1	1	1.340810	4061.061064
017	0	2	10	40	other_00058_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_067.png	pdPL_noiseMask_170814_1952_030.png	2	1	0.934129	4062.627188
017	0	2	11	41	other_00132_931230_fb_edt.bmp	pd_sm_inkblot_170816_1750_050.png	pdPL_noiseMask_170814_1952_087.png	2	1	1.831764	4063.793443
017	0	2	12	42	white_00602_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_052.png	pdPL_noiseMask_170814_1952_011.png	0	0	3.181852	4065.859393
017	0	2	13	43	black_mb015.bmp	pd_sm_inkblot_170816_1750_013.png	pdPL_noiseMask_170814_1952_088.png	1	1	0.998342	4069.274872
017	0	2	14	44	other_00512_940519_fa_edt.bmp	pd_sm_inkblot_170816_1750_004.png	pdPL_noiseMask_170814_1952_032.png	2	0	0.981364	4070.507782
017	0	2	15	45	white_00223_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_056.png	pdPL_noiseMask_170814_1952_073.png	0	0	0.669119	4071.724019
017	0	2	16	46	black_mb033.bmp	pd_sm_inkblot_170816_1750_027.png	pdPL_noiseMask_170814_1952_092.png	1	1	0.537423	4072.623709
017	0	2	17	47	white_mw009.bmp	pd_sm_inkblot_170816_1750_004.png	pdPL_noiseMask_170814_1952_025.png	0	1	0.675007	4073.390108
017	0	2	18	48	other_00193_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_016.png	pdPL_noiseMask_170814_1952_093.png	2	1	0.879385	4074.289796
017	0	2	19	49	black_00801_941205_fa_edt.bmp	pd_sm_inkblot_170816_1750_022.png	pdPL_noiseMask_170814_1952_093.png	1	1	0.843027	4075.406074
017	0	2	20	50	black_mb031.bmp	pd_sm_inkblot_170816_1750_063.png	pdPL_noiseMask_170814_1952_060.png	1	1	0.872717	4076.472373
017	0	2	21	51	white_mw013.bmp	pd_sm_inkblot_170816_1750_087.png	pdPL_noiseMask_170814_1952_022.png	0	0	0.837045	4077.571988
017	0	2	22	52	white_mw016.bmp	pd_sm_inkblot_170816_1750_092.png	pdPL_noiseMask_170814_1952_075.png	0	1	0.698642	4078.638287
017	0	2	23	53	black_00917_960620_fa_edt.bmp	pd_sm_inkblot_170816_1750_011.png	pdPL_noiseMask_170814_1952_015.png	1	1	0.725764	4079.571293
017	0	2	24	54	other_00178_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_079.png	pdPL_noiseMask_170814_1952_062.png	2	1	0.749811	4080.523177
017	0	2	25	55	other_00614_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_097.png	pdPL_noiseMask_170814_1952_075.png	2	1	0.617005	4081.503953
017	0	2	26	56	black_mb029.bmp	pd_sm_inkblot_170816_1750_092.png	pdPL_noiseMask_170814_1952_029.png	1	1	0.647319	4082.353646
017	0	2	27	57	white_00199_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_077.png	pdPL_noiseMask_170814_1952_027.png	0	1	0.524267	4083.236671
017	0	2	28	58	black_00183_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_018.png	pdPL_noiseMask_170814_1952_099.png	1	1	0.646446	4083.986423
017	0	2	29	59	other_00261_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_066.png	pdPL_noiseMask_170814_1952_067.png	2	0	1.603401	4084.869455
017	0	2	30	60	white_mw022.bmp	pd_sm_inkblot_170816_1750_098.png	pdPL_noiseMask_170814_1952_046.png	0	1	0.610753	4086.702148
017	0	3	01	61	white_00657_941121_fa_edt.bmp	pd_sm_inkblot_170816_1750_075.png	pdPL_noiseMask_170814_1952_039.png	0	1	1.281554	4093.583081
017	0	3	02	62	white_00591_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_034.png	pdPL_noiseMask_170814_1952_045.png	0	1	0.837491	4095.099214
017	0	3	03	63	black_00716_941201_fa_edt_rot.bmp	pd_sm_inkblot_170816_1750_012.png	pdPL_noiseMask_170814_1952_042.png	1	1	0.955174	4096.165527
017	0	3	04	64	white_mw015.bmp	pd_sm_inkblot_170816_1750_050.png	pdPL_noiseMask_170814_1952_015.png	0	1	1.068223	4097.348434
017	0	3	05	65	black_00467_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_002.png	pdPL_noiseMask_170814_1952_005.png	1	1	0.968661	4098.647992
017	0	3	06	66	black_mb011.bmp	pd_sm_inkblot_170816_1750_023.png	pdPL_noiseMask_170814_1952_096.png	1	1	0.896921	4099.847600
017	0	3	07	67	black_00108_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_052.png	pdPL_noiseMask_170814_1952_048.png	1	1	1.212485	4100.980501
017	0	3	08	68	white_mw012.bmp	pd_sm_inkblot_170816_1750_062.png	pdPL_noiseMask_170814_1952_067.png	0	1	1.058503	4102.430012
017	0	3	09	69	white_mw004.bmp	pd_sm_inkblot_170816_1750_011.png	pdPL_noiseMask_170814_1952_003.png	0	1	0.871640	4103.712901
017	0	3	10	70	other_00070_941121_fb_edt.bmp	pd_sm_inkblot_170816_1750_094.png	pdPL_noiseMask_170814_1952_029.png	2	0	1.012051	4104.812503
017	0	3	11	71	other_00618_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_041.png	pdPL_noiseMask_170814_1952_095.png	2	1	0.659112	4106.045423
017	0	3	12	72	other_00205_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_033.png	pdPL_noiseMask_170814_1952_004.png	2	1	0.840086	4106.928448
017	0	3	13	73	other_00570_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_087.png	pdPL_noiseMask_170814_1952_015.png	2	1	0.829740	4107.994730
017	0	3	14	74	white_00960_960627_fb_edt.bmp	pd_sm_inkblot_170816_1750_041.png	pdPL_noiseMask_170814_1952_092.png	0	1	0.875418	4109.061041
017	0	3	15	75	other_00588_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_051.png	pdPL_noiseMask_170814_1952_073.png	2	0	0.887805	4110.160659
017	0	3	16	76	other_00116_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_014.png	pdPL_noiseMask_170814_1952_024.png	2	1	0.675494	4111.276923
017	0	3	17	77	other_00584_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_044.png	pdPL_noiseMask_170814_1952_031.png	2	1	0.919816	4112.176625
017	0	3	18	78	other_00318_940422_fb_edt.bmp	pd_sm_inkblot_170816_1750_013.png	pdPL_noiseMask_170814_1952_025.png	2	1	0.866142	4113.326224
017	0	3	19	79	black_mb016.bmp	pd_sm_inkblot_170816_1750_056.png	pdPL_noiseMask_170814_1952_020.png	1	1	0.790522	4114.425845
017	0	3	20	80	other_00246_940128_fa_edt.bmp	pd_sm_inkblot_170816_1750_048.png	pdPL_noiseMask_170814_1952_092.png	2	1	0.998697	4115.442158
017	0	3	21	81	black_mb023.bmp	pd_sm_inkblot_170816_1750_066.png	pdPL_noiseMask_170814_1952_010.png	1	0	0.837190	4116.675049
017	0	3	22	82	black_00558_940519_fa_edt.bmp	pd_sm_inkblot_170816_1750_084.png	pdPL_noiseMask_170814_1952_091.png	1	1	0.610982	4117.741357
017	0	3	23	83	white_00340_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_044.png	pdPL_noiseMask_170814_1952_030.png	0	1	0.777961	4118.574404
017	0	3	24	84	black_00677_941121_fa_edt.bmp	pd_sm_inkblot_170816_1750_017.png	pdPL_noiseMask_170814_1952_098.png	1	1	0.778248	4119.574035
017	0	3	25	85	other_00617_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_017.png	pdPL_noiseMask_170814_1952_047.png	2	1	0.778557	4120.573705
017	0	3	26	86	black_00857_940307_fa_edt.bmp	pd_sm_inkblot_170816_1750_089.png	pdPL_noiseMask_170814_1952_073.png	1	1	0.818877	4121.573344
017	0	3	27	87	white_00129_931230_fb_edt.bmp	pd_sm_inkblot_170816_1750_051.png	pdPL_noiseMask_170814_1952_037.png	0	1	0.833143	4122.622991
017	0	3	28	88	white_mw003.bmp	pd_sm_inkblot_170816_1750_017.png	pdPL_noiseMask_170814_1952_099.png	0	1	0.870873	4123.689276
017	0	3	29	89	white_00299_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_014.png	pdPL_noiseMask_170814_1952_087.png	0	1	0.747286	4124.788906
017	0	3	30	90	black_00929_960627_fa_edt.bmp	pd_sm_inkblot_170816_1750_042.png	pdPL_noiseMask_170814_1952_032.png	1	1	0.732238	4125.771898
017	0	4	01	91	black_mb013.bmp	pd_sm_inkblot_170816_1750_094.png	pdPL_noiseMask_170814_1952_062.png	1	0	0.902433	4132.769468
017	0	4	02	92	black_mb035.bmp	pd_sm_inkblot_170816_1750_097.png	pdPL_noiseMask_170814_1952_025.png	1	1	0.609611	4133.902406
017	0	4	03	93	white_mw008.bmp	pd_sm_inkblot_170816_1750_066.png	pdPL_noiseMask_170814_1952_004.png	0	1	0.792525	4134.735448
017	0	4	04	94	other_00114_931230_fa_edt.bmp	pd_sm_inkblot_170816_1750_073.png	pdPL_noiseMask_170814_1952_027.png	2	1	0.864228	4135.751749
017	0	4	05	95	black_00358_940422_fb_edt.bmp	pd_sm_inkblot_170816_1750_014.png	pdPL_noiseMask_170814_1952_077.png	1	1	1.052510	4136.851368
017	0	4	06	96	other_00578_940928_fa_edt.bmp	pd_sm_inkblot_170816_1750_062.png	pdPL_noiseMask_170814_1952_007.png	2	1	0.609657	4138.134270
017	0	4	07	97	other_00282_940422_fb_edt.bmp	pd_sm_inkblot_170816_1750_018.png	pdPL_noiseMask_170814_1952_041.png	2	1	0.800596	4138.967314
017	0	4	08	98	white_00939_960627_fa_edt.bmp	pd_sm_inkblot_170816_1750_000.png	pdPL_noiseMask_170814_1952_032.png	0	1	0.743496	4140.000287
017	0	4	09	99	white_00757_941201_fa_edt.bmp	pd_sm_inkblot_170816_1750_089.png	pdPL_noiseMask_170814_1952_090.png	0	1	0.985345	4140.966616
017	0	4	10	100	black_mb025.bmp	pd_sm_inkblot_170816_1750_057.png	pdPL_noiseMask_170814_1952_090.png	1	0	1.120996	4142.182862
017	0	4	11	101	white_00785_941205_fb_edt.bmp	pd_sm_inkblot_170816_1750_027.png	pdPL_noiseMask_170814_1952_070.png	0	1	0.979993	4143.532391
017	0	4	12	102	white_mw024.bmp	pd_sm_inkblot_170816_1750_039.png	pdPL_noiseMask_170814_1952_010.png	0	1	1.043143	4144.748635
017	0	4	13	103	white_00519_940519_fb_edt.bmp	pd_sm_inkblot_170816_1750_078.png	pdPL_noiseMask_170814_1952_088.png	0	1	0.704904	4146.014859
017	0	4	14	104	black_mb030.bmp	pd_sm_inkblot_170816_1750_065.png	pdPL_noiseMask_170814_1952_087.png	1	1	0.907927	4146.947854
017	0	4	15	105	other_00582_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_052.png	pdPL_noiseMask_170814_1952_020.png	2	1	0.910992	4148.080813
017	0	4	16	106	other_00604_940928_fb_edt.bmp	pd_sm_inkblot_170816_1750_098.png	pdPL_noiseMask_170814_1952_017.png	2	1	0.849967	4149.213750
017	0	4	17	107	white_00341_940422_fa_edt.bmp	pd_sm_inkblot_170816_1750_057.png	pdPL_noiseMask_170814_1952_040.png	0	0	0.750935	4150.296706
017	0	4	18	108	other_00237_940128_fb_edt.bmp	pd_sm_inkblot_170816_1750_056.png	pdPL_noiseMask_170814_1952_045.png	2	1	0.759981	4151.279697
