SUBJECT ID	CONDITION	BLOCK	TRIAL NUM	CUMULATIVE TRIAL NUM	STIM	PARTNER RACE	SHARED	RECEIVED	RT	START TIME
048	1	1	01	01	white_sid1175_sk11100.png	0	2	4	4.705385	4732.035300
048	1	1	02	02	white_sid1118_sk11111.png	0	2	4	7.305514	4736.866621
048	1	1	03	03	other_sid1104_sk00000.png	2	2	0	11.882685	4744.297310
048	1	1	04	04	other_sid1022_sk11111.png	2	1	2	2.070854	4756.293101
048	1	1	05	05	white_sid1168_sk11111.png	0	2	4	2.144395	4758.475730
048	1	1	06	06	black_sid1172_sk11111.png	1	2	4	3.190829	4760.741489
048	1	1	07	07	white_sid1110_sk11100.png	0	1	2	1.843534	4764.040345
048	1	1	08	08	white_sid1006_sk00000.png	0	1	0	1.541365	4766.006312
048	1	1	09	09	black_sid1102_sk11100.png	1	1	2	2.323935	4767.655726
048	1	1	10	10	other_sid1116_sk11110.png	2	1	2	2.762832	4770.104845
048	1	1	11	11	black_sid1002_sk00000.png	1	1	0	1.080686	4772.987232
048	1	1	12	12	other_sid1134_sk00000.png	2	1	0	1.960687	4774.186751
048	1	1	13	13	black_sid1010_sk11111.png	1	1	2	1.973540	4776.269338
048	1	1	14	14	white_sid1016_sk11000.png	0	1	2	1.099504	4778.351940
048	1	1	15	15	black_sid1129_sk11100.png	1	2	4	1.066619	4779.568215
048	1	1	16	16	black_sid1126_sk11110.png	1	1	2	1.107826	4780.751094
048	1	1	17	17	white_sid1065_sk00000.png	0	2	0	1.852032	4781.967332
048	1	1	18	18	other_sid1130_sk00000.png	2	1	0	1.125948	4783.933301
048	1	1	19	19	black_sid1107_sk11000.png	1	2	4	1.148664	4785.166167
048	1	1	20	20	white_sid1021_sk11111.png	0	1	2	1.850270	4786.432426
048	1	1	21	21	other_sid1034_sk11110.png	2	2	4	2.940281	4788.398388
048	1	1	22	22	black_sid1173_sk11110.png	1	2	4	1.172076	4791.447307
048	1	1	23	23	other_sid1167_sk11100.png	2	2	4	1.696292	4792.730186
048	1	1	24	24	other_sid1166_sk01110.png	2	1	0	1.904400	4794.546207
048	1	1	25	25	white_sid1037_sk11110.png	0	0	0	2.720857	4796.562128
048	1	1	26	26	other_sid1047_sk01101.png	2	1	0	1.352214	4799.394509
048	1	1	27	27	black_sid1035_sk11100.png	1	1	2	3.014101	4800.860642
048	1	1	28	28	black_sid1026_sk11110.png	1	2	4	1.561441	4803.992866
048	1	1	29	29	black_sid1049_sk11100.png	1	2	4	1.375165	4805.675604
048	1	1	30	30	other_sid1045_sk11000.png	2	2	4	1.292358	4807.158395
048	1	1	31	31	other_sid1024_sk11000.png	2	1	2	0.972738	4808.557900
048	1	1	32	32	black_sid1119_sk10000.png	1	2	0	0.921296	4809.640863
048	1	1	33	33	white_sid1176_sk11100.png	0	0	0	2.008413	4810.673832
048	1	1	34	34	white_sid1190_sk11000.png	0	2	4	1.324622	4812.789744
048	1	1	35	35	white_sid1171_sk11000.png	0	1	2	1.347901	4814.222540
048	1	1	36	36	white_sid1031_sk11110.png	0	0	0	1.329575	4815.688708
048	1	1	37	37	white_sid1097_sk11100.png	0	0	0	1.376341	4817.138211
048	1	1	38	38	black_sid1109_sk00000.png	1	1	0	2.588786	4818.637653
048	1	2	01	39	black_sid1029_sk11000.png	1	2	4	2.785870	4827.368230
048	1	2	02	40	other_sid1090_sk11010.png	2	1	2	1.015117	4830.266894
048	1	2	03	41	other_sid1150_sk11100.png	2	1	2	1.322250	4831.399850
048	1	2	04	42	black_sid1122_sk11110.png	1	1	2	0.976904	4832.832655
048	1	2	05	43	white_sid1039_sk11100.png	0	0	0	1.174392	4833.915592
048	1	2	06	44	white_sid1185_sk00000.png	0	1	0	1.171459	4835.198483
048	1	2	07	45	white_sid1112_sk00000.png	0	2	0	2.328416	4836.481359
048	1	2	08	46	black_sid1186_sk11111.png	1	2	4	0.991455	4838.930482
048	1	2	09	47	black_sid1103_sk11100.png	1	1	2	1.146875	4840.046746
048	1	2	10	48	white_sid1030_sk11100.png	0	0	0	0.896830	4841.312982
048	1	2	11	49	white_sid1189_sk11100.png	0	0	0	1.056097	4842.329290
048	1	2	12	50	black_sid1050_sk00000.png	1	0	0	1.074326	4843.495518
048	1	2	13	51	black_sid1200_sk10101.png	1	1	2	3.307351	4844.678425
048	1	2	14	52	black_sid1137_sk00000.png	1	2	0	1.083207	4848.093918
048	1	2	15	53	white_sid1051_sk10000.png	0	2	0	1.196178	4849.293494
048	1	2	16	54	black_sid1076_sk11100.png	1	1	2	1.296000	4850.609686
048	1	2	17	55	other_sid1074_sk11110.png	2	0	0	1.503263	4852.025846
048	1	2	18	56	black_sid1088_sk11111.png	1	2	4	1.559030	4853.641923
048	1	2	19	57	white_sid1198_sk11110.png	0	1	2	1.237489	4855.308018
048	1	2	20	58	black_sid1108_sk11100.png	1	2	4	1.359658	4856.657553
048	1	2	21	59	other_sid1094_sk00000.png	2	2	0	6.453403	4858.123712
048	1	2	22	60	other_sid1025_sk01100.png	2	1	0	3.712672	4864.688045
048	1	2	23	61	black_sid1184_sk00000.png	1	2	0	1.921093	4868.520098
048	1	2	24	62	other_sid1044_sk11110.png	2	1	2	0.928304	4870.552630
048	1	2	25	63	white_sid1180_sk11110.png	0	2	4	1.742688	4871.602260
048	1	2	26	64	white_sid1003_sk11110.png	0	1	2	1.068871	4873.451595
048	1	2	27	65	black_sid1073_sk11000.png	1	2	4	0.894018	4874.634508
048	1	2	28	66	other_sid1061_sk11000.png	2	1	2	1.438138	4875.650823
048	1	2	29	67	black_sid1179_sk11110.png	1	3	6	3.576435	4877.200277
048	1	2	30	68	black_sid1201_sk11110.png	1	2	4	6.661350	4880.898969
